"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TK2",-0.0333749515689288,6.53303224567101,-0.458071404586271,0.660458274011074,0.733745103177255,-8.55102124003206
"MUC21",-0.0149969348639152,4.72373205624461,-0.456997677652615,0.661193953470057,0.734521785579547,-8.55156497018133
"PAQR6",-0.0226971766261848,5.48511635131611,-0.456062462240905,0.661835055551662,0.7351933216648,-8.5520375778578
"ATP13A1",0.016450555476121,8.89677024478252,0.455853031409922,0.661978664575476,0.735312178493106,-8.55214328776633
"SSC4D",0.0264959177918831,5.14195230093699,0.455726585307813,0.662065377409198,0.7353668279105,-8.55220708906995
"PLD4",-0.0517999778634994,4.15703466010121,-0.455674506779553,0.662101092865245,0.7353668279105,-8.55223336163875
"FAM46D",-0.0171710025157865,3.36173359123234,-0.455163891682552,0.662451322415391,0.735715127150559,-8.55249080657878
"COL27A1",0.0226397231405064,7.16286368632054,0.454719277505209,0.662756355539875,0.736013195723685,-8.55271475289149
"RPRML",0.0399820829448343,5.73127923110721,0.454004795770293,0.66324667774282,0.736467387717211,-8.55307419517543
"OR8J3",0.0513001550777563,3.21787162039922,0.453983290438789,0.663261438783324,0.736467387717211,-8.55308500582979
"CYP21A1P /// CYP21A2",-0.0356461569950159,5.16010938856582,-0.453963024904538,0.663275348985705,0.736467387717211,-8.55309519279997
"CNTNAP4",0.0307185849765661,5.33148026856337,0.453495030119094,0.663596618635827,0.736753278111115,-8.55333032246572
"NR2E1",0.028947791373708,3.50922163471116,0.453481083283333,0.66360619403655,0.736753278111115,-8.55333732611298
"CCL4L1 /// CCL4L2",0.0214236249112929,4.03817009656611,0.453180410084104,0.663812641856256,0.73694174446084,-8.55348826495631
"GIMAP1-GIMAP5 /// GIMAP5",-0.0215099577968632,5.21834727995112,-0.453062388490156,0.663893686198868,0.736990979085676,-8.55354748631239
"ZNF71",0.0203056700209308,4.55684232964608,0.452874551803237,0.664022681823121,0.737093436231447,-8.5536417097298
"PCDHB15",-0.0203914882085621,3.11955068669518,-0.452638874321157,0.664184548996835,0.737232368854451,-8.55375987905125
"CD300LD",0.0328555617680975,4.4531298151344,0.452522038946631,0.664264800547929,0.737262651204301,-8.55381843908296
"DCC",0.0344154894482669,3.25660384147623,0.452450274663565,0.664314096125762,0.737262651204301,-8.55385440157891
"AP2A2",-0.019818196215903,8.03159665809581,-0.452438830028603,0.664321957719789,0.737262651204301,-8.5538601362129
"GPN1",0.0141061529801298,9.27249820292332,0.452355541283729,0.664379172112909,0.737285406824824,-8.55390186609251
"OR4K2",0.0389898189083064,4.81403372001035,0.452108642486629,0.664548790871057,0.737432892195939,-8.55402552632738
"RPL11",0.0144304375235667,13.4656277424979,0.451586994230311,0.664907230682313,0.737789879614562,-8.5542865862009
"SLC2A7",-0.0287819269986835,4.22262546449479,-0.451516433595369,0.664955722148938,0.737802923796435,-8.55432187654622
"GPT",0.0158833143475032,5.37914147873926,0.451297661394793,0.665106080100897,0.737928986451575,-8.55443126062077
"MRPL57",-0.0216674021498058,8.16179601495402,-0.451165221318036,0.665197111627614,0.737989216700491,-8.5544974550955
"DEFB104A /// DEFB104B",0.0241838687081359,3.31082232185859,0.450785033200429,0.665458464079149,0.738238388895583,-8.55468737378808
"OR2AT4",-0.0215213241919905,4.71887267618219,-0.45071492537208,0.665506663675781,0.73825108164951,-8.55472237884385
"H1FNT",0.0229482688474336,4.87911073522318,0.450564709608314,0.665609943690576,0.738270868695509,-8.55479736471919
"RGS1",0.019538731572287,3.48380898126825,0.45055507884115,0.665616565535342,0.738270868695509,-8.5548021714749
"UNC5CL",0.0308340338503932,3.73737651240655,0.450528590341272,0.665634778447435,0.738270868695509,-8.55481539149397
"LOC284009 /// METTL16",-0.0312427867108713,4.47961950198767,-0.450361531300712,0.665749650132045,0.738357500317632,-8.5548987512707
"SPTBN4",0.0266248640685811,5.48055455862537,0.45010263170841,0.665927691339324,0.738514177408006,-8.5550278802846
"XKR6",-0.0272945809006542,4.32625316167544,-0.449547253331262,0.666309693928217,0.738897017992066,-8.5553046446137
"ZSCAN4",0.0314876146227201,4.45729005636907,0.449493626933668,0.666346585050512,0.738897129756763,-8.55533135141166
"ADGRF3",-0.0279753676170946,4.14083503354726,-0.448659648923223,0.666920428997709,0.739492623860762,-8.5557462980985
"ARRDC3-AS1",-0.0428403190324951,3.40760007861976,-0.448499506911691,0.667030646832923,0.739566364580985,-8.55582589356184
"PYGM",0.0162485476987668,3.82617382000844,0.448456017034416,0.667060580282042,0.739566364580985,-8.55584750471868
"FAM20A",0.0162197410299525,4.43269098355015,0.448332999834473,0.667145254732742,0.739619413559968,-8.55590862416932
"CX3CL1",0.0275966777800658,5.65606907392611,0.447982067459519,0.667386834812109,0.739846397878589,-8.55608289310294
"FGF3",-0.0302566053783782,4.1980597174644,-0.44788030811783,0.667456893305303,0.739874036503747,-8.55613340147612
"RS1",0.0517035719293735,3.97215365688132,0.447838839229173,0.667485444503654,0.739874036503747,-8.55615398149786
"CTAGE1",-0.0182155548540237,4.86578249292566,-0.447770898347169,0.667532222855742,0.739885053191762,-8.55618769504504
"HNRNPL",0.0138625934155403,9.06602941159749,0.447493604528139,0.66772316031098,0.740036140205405,-8.55632524331218
"MSC",-0.0328837476857293,4.73901153264219,-0.447465913227747,0.667742229277154,0.740036140205405,-8.55633897482402
"RFX8",0.0442721270937989,4.39407171544833,0.447255782798079,0.667886939215389,0.740155674402796,-8.55644314773523
"IRX4",-0.032095701000487,4.87089930002415,-0.44705995287766,0.66802181443443,0.740264297125419,-8.55654018945932
"PMCHL1",-0.0381543032591778,3.39347423715262,-0.446858473936295,0.668160594002697,0.740343190767541,-8.556639988554
"B3GALT5",0.0284932228749897,4.25256355907869,0.446849561116077,0.668166733511872,0.740343190767541,-8.55664440238197
"SLC17A7",-0.0147975869768882,4.97817837006012,-0.44669705113894,0.668271792720356,0.740389462447547,-8.55671991583196
"DRP2",0.0182359917862494,4.49215065120647,0.446678584963547,0.668284514012077,0.740389462447547,-8.5567290574781
"OTOF",0.0252702806007745,6.03807964968956,0.446628398260793,0.668319088065703,0.740389462447547,-8.55675390050706
"TM4SF18",0.0226770265046925,3.44302618961526,0.44619696046157,0.668616344729429,0.740677918783555,-8.55696735855527
"ZNF324B",-0.021606737627307,4.81646460944113,-0.445750247650533,0.668924192592647,0.740953454995603,-8.55718816842252
"ZNF285",-0.0297437712572117,3.67477849153591,-0.445686981764885,0.668967797168985,0.740953454995603,-8.55721942379528
"SEC16A",-0.0170240272789792,7.55000082612496,-0.44567544058248,0.668975751814144,0.740953454995603,-8.55722512505617
"ALPK1",-0.0238702214104176,5.19715774076931,-0.445590119536051,0.66903455990389,0.740977726983,-8.55726726870465
"ESPNP",0.0375691506546874,6.05421823245699,0.445156799996952,0.669333266490312,0.741267677099059,-8.5574811855823
"CELA1",-0.0417678029714805,5.57441339089172,-0.44477032276154,0.669599736485468,0.741498319088933,-8.55767181166489
"C18orf12",0.0416781971866698,5.25307528290686,0.444747656451574,0.669615366128061,0.741498319088933,-8.55768298673478
"ANO1",-0.0207873577712516,3.90122116890025,-0.444619207611685,0.669703941827661,0.741555517017684,-8.55774630511342
"PPP1R14D",0.0259057608564905,5.25252576056276,0.444002219376594,0.670129482492407,0.741985805522768,-8.55805020591572
"DDN",0.0144542665349263,5.45187841409749,0.443670624476054,0.670358239005693,0.74219817377014,-8.55821336971051
"CHST8",-0.034666373748709,3.95357044629654,-0.443357931479684,0.67057398990662,0.742396120020096,-8.55836712696972
"LMO7",-0.0187246628957878,6.99170598997627,-0.443054072312635,0.670783677452794,0.742587332045085,-8.55851644214966
"CSF3R",0.0176335192268429,5.33540492302522,0.442812513462976,0.670950395051778,0.742730955973097,-8.55863507405694
"IFNA16",0.020308137961317,3.23927648497996,0.441961742516529,0.671537732363555,0.743340157450928,-8.55905240815376
"NKX2-3",-0.0448232437307912,4.2326991287242,-0.44152009323238,0.671842725518041,0.743618420376127,-8.55926875351825
"CASZ1",0.0208839574849344,6.31624968823083,0.441490495367241,0.671863167503744,0.743618420376127,-8.55928324494054
"CETN1",-0.0563968894963613,4.93915534465822,-0.441288504032157,0.672002682232346,0.743731849338978,-8.55938211743138
"PEX6",-0.0311031124809116,5.94532553898398,-0.441149545308342,0.672098668560873,0.743797093860292,-8.55945011128546
"HMX1",-0.0238906333702147,6.90556834404093,-0.440680092392908,0.672422993424451,0.744115014597866,-8.55967966914718
"CD84",-0.0208160668351534,4.59091297080052,-0.440592333745219,0.672483630367033,0.744141114726804,-8.5597225565781
"PCDHA1 /// PCDHA10 /// PCDHA11 /// PCDHA12 /// PCDHA13 /// PCDHA2 /// PCDHA3 /// PCDHA4 /// PCDHA5 /// PCDHA6 /// PCDHA7 /// PCDHA8 /// PCDHA9 /// PCDHAC1 /// PCDHAC2",-0.0216398870065846,3.8462765596935,-0.440451643472871,0.672580845906424,0.744207686032979,-8.55979129467759
"LECT2",-0.0207099233326584,4.95878397678284,-0.440209036791451,0.672748500341034,0.744352186031805,-8.55990977798886
"IL37",0.024977951902434,5.00265233837131,0.44013446974244,0.672800034226224,0.74436819739985,-8.55994618233016
"IL22RA1",-0.0209883006351443,4.79495420759414,-0.439457669764387,0.673267861896385,0.744844758087859,-8.56027633531209
"IGKV2-28 /// IGKV2D-28",-0.0217720654395239,2.85571384897021,-0.439345486078157,0.6733454220832,0.744889532201541,-8.56033101365288
"SLC22A2",0.017616259129249,4.42947442667512,0.438612320469669,0.673852413576802,0.74540933433997,-8.560688032905
"LMO1",-0.043517498906982,5.23707105946353,-0.438477253881604,0.673945833244242,0.745431001055199,-8.56075374272299
"WFDC13",0.0276849501094865,3.68103526274213,0.438473166018724,0.673948660736416,0.745431001055199,-8.56075573116691
"MFAP4",-0.0243584331899305,4.55328629954333,-0.438384008711141,0.674010330443863,0.745431001055199,-8.5607990952535
"BLOC1S1",0.0140286189623726,8.55901632210518,0.438369360193241,0.674020463013464,0.745431001055199,-8.56080621916002
"GNL1",-0.0201902197437063,5.97099386401739,-0.438163129878298,0.674163122857085,0.745547720910837,-8.56090648969164
"MAP3K14-AS1",-0.0262530269161223,5.11806693584953,-0.437352152714744,0.674724255097889,0.746117718752852,-8.56130035835338
"NACAD",0.0404345895098013,4.96850751072636,0.437310842623575,0.674752844339178,0.746117718752852,-8.56132040298083
"FUT2",-0.0306235531457819,3.6508161062424,-0.437206249587123,0.674825232013556,0.746156681334522,-8.56137114595514
"FFAR2",-0.032186885739022,5.07932780657407,-0.437124376611023,0.674881897951028,0.746178257002392,-8.56141085833605
"GLMP",-0.0152773547040983,8.10836806610121,-0.437000834491201,0.674967408203625,0.746198663623794,-8.56147076893338
"SLC2A9",0.0379372252939101,5.03648803632501,0.436961476765078,0.674994650912998,0.746198663623794,-8.56148985172286
"IFITM5",-0.0242618142394511,4.59220447540636,-0.43693667804591,0.675011816406946,0.746198663623794,-8.56150187466846
"PYM1",0.0147335933863832,8.38245046477462,0.436876230872814,0.675053658367573,0.746203845817289,-8.56153117803103
"GRM5",-0.0178562405140168,3.35750146019153,-0.436333839673853,0.675429160249945,0.746577834587777,-8.56179394447772
"STX19",0.0229658550721346,3.76930335054464,0.43605957867,0.6756190709556,0.746746652417163,-8.56192669493117
"SCUBE3",0.0250124976330728,5.50638457535581,0.435775324601876,0.675815927917216,0.74692312878546,-8.56206419878919
"CLCA2",0.0186204824586707,3.64567636008939,0.435465854468923,0.676030278759527,0.74711891919916,-8.56221380387118
"ADAMTS7",0.0181633458643686,5.54429590866213,0.435282860803019,0.676157042255722,0.747177472153534,-8.56230221985182
"TRGV3",0.0369405361347699,5.77935500154824,0.43528196095911,0.676157665623903,0.747177472153534,-8.56230265453706
"KLF1",-0.0515573534508533,4.74868764820329,-0.434795073616447,0.676494997280622,0.7475091068103,-8.56253772892142
"MEP1B",-0.0401877821719641,4.55454274895798,-0.434705720243322,0.676556912865904,0.747536394234407,-8.56258084257674
"TCEAL2",-0.0262013977637805,4.25715865050592,-0.434114983165037,0.676966319152954,0.747947604459673,-8.56286566602602
"SERHL /// SERHL2",0.0332896840342638,6.08420993664295,0.433735014603241,0.677229715381167,0.74819745881046,-8.56304867338748
"HES5",-0.0331470182304638,4.99949363972213,-0.433440383378366,0.677433988494312,0.748313613312992,-8.56319047436347
"GGT5",0.0270804842694377,5.63295203703877,0.433433766275184,0.677438576583291,0.748313613312992,-8.56319365801239
"PCDHAC2",-0.0384077944647698,4.66998788391873,-0.433422151381326,0.67744663001677,0.748313613312992,-8.56319924610816
"C5orf45",0.0306381669255007,6.20931160167983,0.432848094158328,0.677844720867705,0.748712169273882,-8.56347525637378
"SPG20",0.016551720621278,8.52862769183741,0.432644733486601,0.677985771533115,0.748826783736861,-8.56357295016541
"FOXD4 /// FOXD4L1",-0.0491056434698391,4.95347024063021,-0.432368094525168,0.678177670037626,0.748997543306883,-8.56370577664937
"IKBKB",-0.014961997027708,6.98625285960388,-0.432228914794048,0.678274225666277,0.749062990667629,-8.56377257244399
"C14orf178",-0.0395027767191749,4.52842550755549,-0.432069773911271,0.678384637204095,0.749125391881783,-8.56384892307448
"DIRC1",-0.0167155533648722,3.36185745715232,-0.432039951297403,0.678405328995512,0.749125391881783,-8.56386322802731
"CLDN16",0.0185075091542091,4.63292735976351,0.43179182913405,0.678577494801119,0.749247822629643,-8.56398220794286
"LIN7A",-0.0382344987243504,3.34584269241076,-0.431772636040141,0.678590813265943,0.749247822629643,-8.56399140874067
"TMEM204",0.0307027629511403,5.101281480128,0.431678180165588,0.678656359838352,0.749279002308474,-8.56403668340203
"ECE2",0.0163686027293455,5.74366390317463,0.431066186357268,0.679081117829823,0.749706748597964,-8.56432979687949
"TAF9B",0.0162041867792482,8.18798137505711,0.430107262525969,0.679746914962225,0.750398915920242,-8.5647882778755
"KRT13",-0.0226588649691237,4.01821225002538,-0.430055582392283,0.679782806027329,0.750398915920242,-8.56481295966231
"DHX9",-0.0147613647423732,9.3273810368358,-0.429827239472415,0.679941397310164,0.750532730067454,-8.56492197967355
"KRT20",-0.0272491566436672,5.24763604920277,-0.429617536543592,0.68008705776943,0.750646988015856,-8.56502205176827
"SCEL",-0.0176053940103018,3.10879247892118,-0.429570603733039,0.680119659476426,0.750646988015856,-8.56504444216903
"LINC00380",-0.0244830113080341,3.61404622494739,-0.429481183034341,0.680181777261956,0.75067429467684,-8.56508709598531
"DUX1 /// DUX3 /// DUX5",-0.0256082353949707,3.77546189391178,-0.42895228229184,0.680549242381389,0.751038572668159,-8.56533920999596
"GRIN1",0.025978425745949,5.01034057068339,0.428338618077572,0.680975714817626,0.75146792617567,-8.56563135880454
"FCAR",-0.015306761043862,3.46374718356402,-0.428154695331208,0.681103558142849,0.751567708463325,-8.56571884201563
"CYP51A1-AS1",-0.041397584549447,4.46117208933826,-0.427953119100301,0.681243685120647,0.751681033510773,-8.56581468113751
"IGSF22",-0.0308196547986661,5.09543022341949,-0.427593840825563,0.681493472961091,0.751915338732657,-8.5659853931286
"GABRA1",-0.0208754690330428,3.28387080540882,-0.427302611553491,0.681695981096947,0.752069812192409,-8.56612367147894
"MPZ",0.0492819743179624,3.67868431773399,0.427284794240923,0.681708371388309,0.752069812192409,-8.56613212839735
"TMEM139",-0.0254808247283114,6.77839524932416,-0.427153983510547,0.681799341350163,0.752128857062324,-8.5661942069417
"SCGB1D1",0.0341989881760671,3.2824345987158,0.427094290684327,0.68184085552587,0.752133341153489,-8.56622252922504
"ALOX12",0.0258352576798306,4.00689369980216,0.426421081263202,0.682309129431789,0.752608554234844,-8.56654168449634
"STATH",-0.0303654414669943,3.32977016594386,-0.426290546811796,0.682399944446329,0.752667388887916,-8.56660351290705
"LHCGR",0.0360730883086702,3.61883483394791,0.426124498777783,0.682515474973419,0.752753476077219,-8.566682136532
"OR10C1",0.0310704070884231,4.63532025508747,0.425839140840531,0.682714038459165,0.752894818256656,-8.56681718529119
"OR3A2",0.0208605837195366,4.02220926631374,0.425821978041919,0.682725981877165,0.752894818256656,-8.56682530503117
"KRTAP21-2",0.026045899197201,4.66499781885052,0.425728973022764,0.682790704816559,0.752894818256656,-8.56686930040282
"FAM189A1",0.0222583460881278,4.17277627596951,0.425724844493973,0.682793577958909,0.752894818256656,-8.56687125316262
"PNMAL2",0.0168273522994644,5.65103475819067,0.42549978200963,0.682950212838575,0.753026191306612,-8.56697767860417
"RASD2",0.0341420132532635,4.16088262638579,0.425394436717795,0.683023534860304,0.75305502873932,-8.56702747491667
"CCDC184",0.0641461566375305,4.65403607757588,0.425354464352485,0.683051357226857,0.75305502873932,-8.56704636663133
"MEIOB",-0.0213047160121631,3.49390574953576,-0.425245121899118,0.683127466637917,0.7530975979776,-8.56709803537079
"GDAP1L1",-0.0155272691093655,5.96016136463695,-0.425168263463816,0.683180967428051,0.753115239575442,-8.56713434653636
"CXCL12",0.0158981700437235,3.43572898180638,0.424967662575916,0.683320613902587,0.75322783806913,-8.56722908945368
"PPP1R18",0.0162327808052005,8.91944216217155,0.424778324746275,0.683452431840695,0.753331795241124,-8.56731847387675
"HSD17B13",-0.0212326372765297,4.04571829397836,-0.424715676876925,0.683496050193521,0.753338528816084,-8.56734804094555
"NFE4",0.0136600968377136,3.75546755375757,0.424336528300685,0.683760058543368,0.753588158688745,-8.56752689408056
"TAS2R30",0.0138767196672327,3.45220729511637,0.42419477190401,0.683858778341496,0.753655602733242,-8.56759372482988
"ISLR2",0.0367586739797412,4.90428831755985,0.424031611972159,0.683972411826917,0.753739474300785,-8.56767061994182
"SNORA35",-0.0365146372027261,3.4055204421157,-0.423751175157912,0.684167743754536,0.753913363632509,-8.56780272035463
"RAD21L1",-0.048560615092534,3.16856915324822,-0.423617755503017,0.6842606832606,0.753974409535628,-8.56786553881237
"PLPP7",0.0538646998296395,4.80839032577224,0.423461348539351,0.684369643053228,0.754053100234861,-8.5679391565098
"HLA-DOB",-0.0251578877853458,4.49577420201644,-0.423311597548272,0.684473973527977,0.754126681898946,-8.56800961713902
"KIF19",0.0162157753985284,5.62127752528829,0.422786974221816,0.684839532937958,0.754488051537354,-8.56825627516993
"SHMT2",0.0153761704470234,10.7013347152503,0.422654609524389,0.684931779378211,0.754548289014974,-8.56831846206902
"H3F3B",0.0129789655761989,13.0304991134563,0.42255959057628,0.684998002685236,0.754560582214498,-8.56836309195822
"OR51E2",-0.0446717033230017,4.75068952098294,-0.422530785610858,0.685018078844699,0.754560582214498,-8.5683766196099
"TMSB4Y",-0.027904625944946,4.80439053451454,-0.422172780678824,0.685267619743853,0.754788279831798,-8.56854467594633
"ADRA2B",0.0378437940485812,6.44291355971803,0.42212639613025,0.685299954328462,0.754788279831798,-8.5685664400782
"ELF3",-0.0251957509038165,6.56014487881748,-0.421833671983689,0.685504028035557,0.754971643949667,-8.56870373692213
"GRID1",-0.0218864929002152,4.73709364454761,-0.421727512747292,0.685578044258819,0.755000189068665,-8.56875350655407
"LANCL3",0.0155460118715505,3.81036820228124,0.421688664570071,0.685605130862095,0.755000189068665,-8.56877171639881
"PFKP",-0.0141908613646358,11.5351922006112,-0.421450876966299,0.685770937255222,0.755115614990564,-8.56888314308926
"CSF1R",0.0201575758232666,5.1092833715916,0.421430504954619,0.685785143269662,0.755115614990564,-8.56889268658259
"LY6G6C",-0.02375438140146,5.27500909514157,-0.421307848813075,0.68587067794012,0.755168395140035,-8.56895013692448
"TCTEX1D1",0.0206256227629642,3.40851176655249,0.421251286142386,0.685910123763581,0.755170426799022,-8.5689766246899
"ZNF486",0.0329123938567077,4.63778693668384,0.421122397556475,0.686000012327081,0.755227991425593,-8.56903696935621
"ADGRF5",0.0156730643367431,3.65581086239442,0.42090615700702,0.686150833463436,0.755352627673737,-8.56913817207661
"RFX6",0.0341383560842035,3.74915078232336,0.420838009656293,0.686198367309512,0.755363552153699,-8.56917005545995
"LINC00337",0.0320480590230958,3.76222842415208,0.420633432175019,0.686341072416844,0.75547923371807,-8.5692657394552
"PGAM5",0.0173380267848096,7.4296268974411,0.420505817000196,0.686430098599462,0.755535819601666,-8.56932540458251
"CTAGE15 /// CTAGE4 /// CTAGE6 /// CTAGE8 /// CTAGE9 /// LOC101060696",0.0187960997637155,7.06291755085341,0.420158980725463,0.686672083413947,0.755729615495617,-8.56948747715287
"CYP1A2",0.0244697958838058,6.58901162335086,0.420145591616915,0.686681425671157,0.755729615495617,-8.56949373117603
"BLK",0.0210849647843112,4.20410838925396,0.420081700972163,0.68672600620541,0.755737266226272,-8.56952357174302
"PSMG3",-0.0150231086433603,8.3429048428137,-0.419956688922895,0.686813238849073,0.75579185190098,-8.56958194698784
"TBX15",0.0175323624234274,4.9523212368564,0.41978292622694,0.686934497855376,0.755883873270183,-8.56966305921235
"TBC1D3P5",0.0456079221558596,4.21214036565339,0.419560709961374,0.68708958415876,0.756013105146799,-8.56976674293894
"SLC38A5",-0.0221094136331557,5.11864993361823,-0.41921646656777,0.687329865808084,0.756221845880053,-8.56992726000757
"MAB21L1 /// MIR548F5",-0.042054868173437,3.41240306369178,-0.419181033141169,0.687354600504898,0.756221845880053,-8.56994377512031
"CHST1",0.017253111177471,4.25446992640542,0.419103695509677,0.687408588316284,0.756239816375123,-8.56997981668458
"SDR16C6P",0.0353604002452101,4.26567635733821,0.418828702394144,0.687600571121431,0.756409589220727,-8.57010792010998
"ERVK-6",-0.0330649049145135,4.04336797015656,-0.418259947149321,0.687997718094984,0.756805026301877,-8.57037261630281
"OR10A6",-0.0267402765473572,3.3253172409382,-0.417996167813256,0.688181944016676,0.756966217406809,-8.57049526177014
"PYGL",-0.0159127686310665,10.7205007767177,-0.417719863119212,0.688374941994404,0.757137039157481,-8.5706236519392
"APELA",0.0388316801799031,3.09156663833997,0.41763328462786,0.688435421903403,0.757162094819996,-8.57066386562385
"FRAT1",0.0173321243263915,5.94309590706488,0.417383691395883,0.688609790322014,0.757312398906326,-8.57077975140466
"EPB41L4A-AS2",-0.0445133508314894,4.34105337452063,-0.417255943723872,0.688699043988648,0.757369085006188,-8.57083903893448
"ACSL6",-0.0164593776237258,3.31313825345821,-0.416849093644491,0.688983333835621,0.757640236353187,-8.57102774232078
"ARNTL2",0.0208693714433519,9.46559212262753,0.416728997278327,0.689067262417629,0.757691042890538,-8.57108341135644
"LHPP",-0.0141122630758463,5.33266785952147,-0.416629918819001,0.689136506287018,0.757725697594901,-8.57112932632305
"OR1S2",0.051032142195377,3.93996160291153,0.416103191574537,0.689504678352026,0.758089010785683,-8.57137324776016
"PRAP1 /// ZNF511-PRAP1",0.0222496833288721,6.71023714461173,0.415631893741155,0.689834182455447,0.758409772303218,-8.57159125121888
"C7orf55",-0.0160822507959009,3.29803449924145,-0.415351993575388,0.69002990641132,0.758583427684326,-8.57172061036777
"EPS8L3",-0.0165930478224343,5.43012006285531,-0.415207244057574,0.690131134392275,0.758653185721645,-8.5717874754779
"TFF2",-0.02970022204829,5.00792613260741,-0.414692501837354,0.690491164967023,0.75900741925443,-8.57202507383829
"SELL",0.0223266019748749,4.48326395201315,0.41416633992347,0.690859271310466,0.759306656359667,-8.57226765302423
"SLC29A2",-0.0318676063604482,6.51455281338009,-0.414143213758872,0.690875452576538,0.759306656359667,-8.57227830826581
"TAAR6",-0.019795308520147,2.82201656150049,-0.414141274725493,0.690876809316698,0.759306656359667,-8.57227920163803
"SCGB3A2",0.0330155719683338,3.82050028253468,0.414072763790306,0.690924747143391,0.759317790513153,-8.57231076417042
"MYH1",-0.0159046553375042,3.46970830870852,-0.413770044747982,0.691136580976593,0.759509033285943,-8.57245016522857
"FAM3D",-0.0298288183307838,5.52112144292793,-0.413462125196417,0.691352084267967,0.75966988630866,-8.57259186138764
"PIP5K1B",-0.0214931853453519,3.47952476182147,-0.413452811706418,0.691358602965031,0.75966988630866,-8.57259614563413
"CACNA2D2",0.0320082021258852,5.13188921619181,0.413366636469604,0.691418920053879,0.759694599833804,-8.57263578225885
"OR10J3",0.019221045546213,5.2385711077996,0.413208152123549,0.691529855082235,0.759768580306347,-8.57270865716456
"NFAM1",-0.0251273816528563,4.69642696825525,-0.413162358730099,0.691561910803641,0.759768580306347,-8.57272970910401
"SDR9C7",-0.0220266958285076,3.62045634948038,-0.412725284395064,0.69186790009918,0.760063171731317,-8.57293052706173
"SNORA20 /// TCP1",-0.0246942863542667,3.40313904114554,-0.41200797273219,0.692370212553646,0.76057339325753,-8.57325966341569
"CFP",-0.0410410308578011,3.99292435320518,-0.411252999330954,0.692899076933787,0.761112724848949,-8.57360549091614
"DNAJC13",-0.0127211475070403,8.72684986008486,-0.41117659773756,0.692952606998812,0.761129896579937,-8.57364045416199
"COL4A4",-0.0271666139248237,3.21946328868186,-0.410931845651371,0.693124102871856,0.761276631416294,-8.57375241700583
"QTRT1",0.0163118178653718,8.31301001284981,0.410556044181828,0.693387461397746,0.761524239881464,-8.57392420513057
"KCNN3",-0.0216234056972269,4.17048015289589,-0.410465300623823,0.693451060506011,0.761552444182126,-8.57396566377434
"CSH1 /// CSH2 /// CSHL1",0.0179903219787563,3.5238564039427,0.410034803987758,0.693752817047685,0.761802910008461,-8.57416222864268
"SYCE1",-0.0159870110379363,3.63204771674737,-0.410031703935781,0.693754990243714,0.761802910008461,-8.57416364341344
"C2orf73",0.017535582880936,3.1477526259793,0.409661016923684,0.694014871130425,0.762046617012928,-8.57433274027245
"ADGRG5",-0.0200178738264229,5.71655959679243,-0.409131238026191,0.694386364271468,0.762412843867711,-8.57457415696947
"DOC2B",0.0222089181700107,3.99165511980317,0.408860617322245,0.694576164335763,0.762532168167709,-8.5746973619633
"FBXO31",0.0311383158645642,7.45112361164496,0.408826792699257,0.694599888908654,0.762532168167709,-8.5747127557675
"CNGB1",0.0220099450072331,5.16073873706783,0.408777744729236,0.694634291778119,0.762532168167709,-8.57473507565591
"GNRHR",0.0258547868009478,3.9116768531877,0.408696464255554,0.694691304626242,0.762532168167709,-8.57477205771835
"TNFRSF13C",0.018238758905337,5.28903419013679,0.408617114524062,0.694746965221461,0.762532168167709,-8.57480815453503
"FOLR3",0.030785628063378,4.79190684347432,0.408615131028377,0.694748356588405,0.762532168167709,-8.57480905675711
"ARHGAP25",0.0183445553584898,4.35325621889707,0.408597375211179,0.694760811855253,0.762532168167709,-8.57481713306455
"TSSK2",-0.0259866160258735,5.43859923885188,-0.408532298965299,0.69480646209325,0.762540600255783,-8.57484673040241
"POU1F1",0.0166261213059369,3.14017852337408,0.407914017140227,0.69524024707401,0.762974980724245,-8.57512770677796
"HIST2H2AB",-0.0184600089016151,3.65103966960957,-0.407304281057653,0.695668155717678,0.763402865229694,-8.57540440168352
"RAD51AP2",0.0307176682833834,3.08748711503087,0.40716096194651,0.695768753283008,0.763463402790093,-8.57546938175416
"PLA2G4E",-0.0319313802511605,4.74184374264222,-0.407117374802923,0.695799348967828,0.763463402790093,-8.5754891395873
"SPRY3",-0.0344966210956414,4.89261719037332,-0.406928619944999,0.695931851073499,0.763567074403723,-8.57557467790498
"OR56B1",-0.0235769667570098,3.64155498671833,-0.406396808468546,0.696305232956732,0.76393501030826,-8.57581547599203
"CHPF",-0.0166148014225387,7.48973252437124,-0.406097974424475,0.696515082131978,0.764123499728992,-8.5759506526246
"ZNF727 /// ZNF736",-0.0335845327808499,4.48174409124897,-0.405832943450857,0.696701217632331,0.764285954496818,-8.57607045908602
"KRT24",-0.0271575670532576,3.54152164152162,-0.405650112793927,0.696829635532201,0.764385078378323,-8.57615306359794
"DCAF4L2",-0.0382740918340527,4.94548013611455,-0.405571059657971,0.696885164722824,0.764404240758777,-8.57618876949632
"SULT1C4",0.0182186717226758,3.42880130444035,0.405413938488342,0.696995537027519,0.764483554456922,-8.57625971661794
"CFHR5",0.0179065080364662,3.2618425357171,0.405222102479209,0.697130305950442,0.764589309164191,-8.57634630341471
